label	s	strunz
Belyankinite	gcmin:belyankinite	04.FM.25
Bementite	gcmin:bementite	09.EE.05
Benauite	gcmin:benauite	08.BL.10
Benavidesite	gcmin:benavidesite	02.HB.15
Bendadaite	gcmin:bendadaite	08.DC.15
Benitoite	gcmin:benitoite	09.CA.05
Benitoite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32300>	
Benjaminite	gcmin:benjaminite	02.JA.05e
Benleonardite	gcmin:benleonardite	02.LA.50
Bennesherite	gcmin:bennesherite	09.BB.20
Benstonite	gcmin:benstonite	05.AB.55
Bentorite	gcmin:bentorite	07.DG.15
Benyacarite	gcmin:benyacarite	08.DH.35
Benzine Salt	strunz:s10_AC	
Beraunite	gcmin:beraunite	08.DC.27
Beraunite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46668>	
Berborite	gcmin:berborite	06.AB.10
Berdesinskiite	gcmin:berdesinskiite	04.CB.30
Berezanskite	gcmin:berezanskite	09.CM.05
Bergenite	gcmin:bergenite	08.EC.40
Bergslagite	gcmin:bergslagite	08.BA.10
Berlinite	gcmin:berlinite	08.AA.05
Bermanite	gcmin:bermanite	08.DC.20
Bernalite	gcmin:bernalite	04.FC.05
Bernardite	gcmin:bernardite	02.HD.50
Berndtite	gcmin:berndtite	02.EA.20
Berryite	gcmin:berryite	02.HB.20d
Berthierine	gcmin:berthierine	09.ED.15
Berthierite	gcmin:berthierite	02.HA.20
Berthierite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46874>	
Bertossaite	gcmin:bertossaite	08.BH.25
Bertrandite	gcmin:bertrandite	09.BD.05
Beryl	gcmin:beryl	09.CJ.05
Beryl Group	<https://w3id.org/geochem/1.0/min/grouplexicon/40374>	
Beryllite	gcmin:beryllite	09.AE.05
Beryllonite	gcmin:beryllonite	08.AA.10
Berzelianite	gcmin:berzelianite	02.BA.20
Berzelianite-Umangite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/34966>	
Berzeliite	gcmin:berzeliite	08.AC.25
Berzeliite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52729>	
Beshtauite	gcmin:beshtauite	07.EC
Betafite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29178>	
Betalomonosovite	gcmin:betalomonosovite	09.BE
Betekhtinite	gcmin:betekhtinite	02.BE.05
Betpakdalite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39433>	
Betpakdalite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/46876>	
Betpakdalite-CaCa	gcmin:betpakdalite-caca	08.DM.15
Betpakdalite-CaMg	gcmin:betpakdalite-camg	08.DM.15
Betpakdalite-NaCa	gcmin:betpakdalite-naca	08.DM.15
Betpakdalite-NaNa	gcmin:betpakdalite-nana	08.DM.15
Beudantite	gcmin:beudantite	08.BL.05
Beudantite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29276>	
Beusite	gcmin:beusite	08.AB.20
Beusite-(Ca)	gcmin:beusite-ca	08.AB.20
Beyerite	gcmin:beyerite	05.BE.35
Bezsmertnovite	gcmin:bezsmertnovite	02.BA.80
Biachellaite	gcmin:biachellaite	08.FB.05
Bianchite	gcmin:bianchite	07.CB.25
Bicchulite	gcmin:bicchulite	09.FB.10
Bideauxite	gcmin:bideauxite	03.DB.25
Bieberite	gcmin:bieberite	07.CB.35
Biehlite	gcmin:biehlite	04.DB.60
Bigcreekite	gcmin:bigcreekite	09.DF.30
Bijvoetite-(Y)	gcmin:bijvoetite-y	05.EB.20
Bikitaite	gcmin:bikitaite	09.GD.55
Bilibinskite	gcmin:bilibinskite	02.BA.80
Billietite	gcmin:billietite	04.GB.10
Billingsleyite	gcmin:billingsleyite	02.KB.05
Billwiseite	gcmin:billwiseite	04.DE.40
Bindheimite	gcmin:bindheimite	0
Biotite	gcmin:biotite	
Biotite	<https://w3id.org/geochem/1.0/min/grouplexicon/677>	
Biphosphammite	gcmin:biphosphammite	08.AD.15
Biraite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55035>	
Biraite-(Ce)	gcmin:biraite-ce	09.BE.90
Birchite	gcmin:birchite	08.DB.70
Biringuccite	gcmin:biringuccite	06.EC.05
Birnessite	gcmin:birnessite	04.FL.45
Birnessite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/35538>	
Birunite	gcmin:birunite	07.DG.15
Bischofite	gcmin:bischofite	03.BB.15
Bismite	gcmin:bismite	04.CB.60
Bismoclite	gcmin:bismoclite	03.DC.25
Bismuth	gcmin:bismuth	01.CA.05
Bismuthinite	gcmin:bismuthinite	02.DB.05
Bismutite	gcmin:bismutite	05.BE.25
Bismutocolumbite	gcmin:bismutocolumbite	04.DE.30
Bismutoferrite	gcmin:bismutoferrite	09.ED.25
Bismutohauchecornite	gcmin:bismutohauchecornite	02.BB.10
Bismutostibiconite	gcmin:bismutostibiconite	
Bismutotantalite	gcmin:bismutotantalite	04.DE.30
Bitikleite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/51620>	
Bityite	gcmin:bityite	09.EC.35
Bixbyite	gcmin:bixbyite	04.CB.10
Bixbyite-(Fe)	gcmin:bixbyite-fe	04.CB.10
Bjarebyite	gcmin:bjarebyite	08.BH.20
Bjarebyite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29277>	
Blakeite	gcmin:blakeite	04.JM.10
Blatonite	gcmin:blatonite	05.EB.10
Blatterite	gcmin:blatterite	06.AB.40
Bleasdaleite	gcmin:bleasdaleite	08.DK.25
Blixite	gcmin:blixite	03.DC.50
Blossite	gcmin:blossite	08.FA.05
Bluelizardite	gcmin:bluelizardite	07.EC.40
Blödite	gcmin:blodite	03.DC.50
Blödite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42038>	
Bobcookite	gcmin:bobcookite	07.EB
Bobfergusonite	gcmin:bobfergusonite	08.AC.15
Bobfergusonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53088>	
Bobierrite	gcmin:bobierrite	08.CE.35
Bobjonesite	gcmin:bobjonesite	07.DB.25
Bobkingite	gcmin:bobkingite	03.DA.50
Bobmeyerite	gcmin:bobmeyerite	09.C?
Bobtraillite	gcmin:bobtraillite	09.CA.30
Bodieite	gcmin:bodieite	04.JL.40
Bogdanovite	gcmin:bogdanovite	02.BA.80
Boggsite	gcmin:boggsite	09.GC.30
Bohdanowiczite	gcmin:bohdanowiczite	02.JA.20
Bohseite	gcmin:bohseite	09.D?
Bohuslavite	gcmin:bohuslavite	08.DB.42
Bokite	gcmin:bokite	04.HE.20
Boleite	gcmin:boleite	03.DB.15
Bolivarite	gcmin:bolivarite	08.DF.10
Boltwoodite	gcmin:boltwoodite	09.AK.15
Bonaccordite	gcmin:bonaccordite	06.AB.30
Bonattite	gcmin:bonattite	07.CB.10
Bonazziite	gcmin:bonazziite	02.FA
Bonshtedtite	gcmin:bonshtedtite	05.BF.10
Boothite	gcmin:boothite	07.CB.35
Boracite	gcmin:boracite	06.GA.05
Boracite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39943>	
Boralsilite	gcmin:boralsilite	09.BD.30
"Borate, unclassified"	strunz:s06_H	
Borax	gcmin:borax	06.DA.10
Borcarite	gcmin:borcarite	06.DA.40
Borishanskiite	gcmin:borishanskiite	02.AC.45c
Bornemanite	gcmin:bornemanite	09.BE.50
Bornhardtite	gcmin:bornhardtite	02.DA.05
Bornhardtite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/52870>	
Bornite	gcmin:bornite	02.BA.15
Borocookeite	gcmin:borocookeite	09.EC.55
Borodaevite	gcmin:borodaevite	02.JA.05g
Borofluoride	strunz:s03_CA	
Boromullite	gcmin:boromullite	09.AF.23
Boromuscovite	gcmin:boromuscovite	09.EC.15
Borovskite	gcmin:borovskite	02.LA.60
Bortnikovite	gcmin:bortnikovite	01.AG.65
Borz?ckiite	gcmin:borzeckiite	04.JJ
Boscardinite	gcmin:boscardinite	02.HD
Bosiite	gcmin:bosiite	09.CK
Bostwickite	gcmin:bostwickite	09.HC.10
Botallackite	gcmin:botallackite	03.DA.10b
Botryogen	gcmin:botryogen	07.DC.25
Bottinoite	gcmin:bottinoite	04.FH.05
Bottinoite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/51920>	
Bouazzerite	gcmin:bouazzerite	08.DH.60
Boulangerite	gcmin:boulangerite	02.HC.15
Bournonite	gcmin:bournonite	02.GA.50
Bournonite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39690>	
Boussingaultite	gcmin:boussingaultite	07.CC.60
Bouškaite	gcmin:bouskaite	07.DE.50
Bowieite	gcmin:bowieite	02.DB.15
Bowlesite	gcmin:bowlesite	02.BC.55
Boyleite	gcmin:boyleite	07.CB.15
Braccoite	gcmin:braccoite	09.DO
Bracewellite	gcmin:bracewellite	04.FD.10
Brackebuschite	gcmin:brackebuschite	08.BG.05
Brackebuschite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29263>	
Bradaczekite	gcmin:bradaczekite	08.AC.10
Bradleyite	gcmin:bradleyite	05.BF.10
Braggite	gcmin:braggite	02.CC.35a
Braithwaiteite	gcmin:braithwaiteite	08.DB.75
Braitschite-(Ce)	gcmin:braitschite-ce	06.H0.10
Brandholzite	gcmin:brandholzite	04.FH.05
Brandtite	gcmin:brandtite	08.CG.10
Brannerite	gcmin:brannerite	04.DH.05
Brannockite	gcmin:brannockite	09.CM.05
Brassite	gcmin:brassite	08.CE.15
Braunerite	gcmin:braunerite	05.ED.55
Braunite	gcmin:braunite	09.AG.05
Braunite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43692>	
Brazilianite	gcmin:brazilianite	08.BK.05
Bredigite	gcmin:bredigite	09.AD.20
Breithauptite	gcmin:breithauptite	02.CC.05
Brendelite	gcmin:brendelite	08.BM.15
Brenkite	gcmin:brenkite	05.BC.05
Brewsterite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/766>	
Brewsterite-Ba	gcmin:brewsterite-ba	09.GE.20
Brewsterite-Sr	gcmin:brewsterite-sr	09.GE.20
Breyite	gcmin:breyite	09.CA.25
Brianroulstonite	gcmin:brianroulstonite	06.EC.35
Brianyoungite	gcmin:brianyoungite	05.BF.30
Briartite	gcmin:briartite	02.KA.10
Bridgmanite	gcmin:bridgmanite	09.H
Bridgmanite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50236>	
Brindleyite	gcmin:brindleyite	09.ED.15
Brinrobertsite	gcmin:brinrobertsite	09.EC.60
Britholite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/31542>	
Britholite-(Ce)	gcmin:britholite-ce	09.EC.60
Britholite-(Y)	gcmin:britholite-y	09.EC.60
Brittle Mica	gcmin:brittlemica	
Brittle Mica	<https://w3id.org/geochem/1.0/min/grouplexicon/43757>	
Britvinite	gcmin:britvinite	09.EG.70
Brizziite	gcmin:brizziite	04.CB.05
Brochantite	gcmin:brochantite	07.BB.25
Brockite	gcmin:brockite	08.CJ.45
Brodtkorbite	gcmin:brodtkorbite	02.BD.55
Bromargyrite	gcmin:bromargyrite	03.AA.15
Bromellite	gcmin:bromellite	04.AB.20
Brontesite	gcmin:brontesite	03.AA
Brookite	gcmin:brookite	04.DD.10
Brownmillerite	gcmin:brownmillerite	04.AC.10
Brownmillerite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/50243>	
Brucite	gcmin:brucite	04.FE.05
Brucite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29278>	
Brugnatellite	gcmin:brugnatellite	05.DA.45
Brumadoite	gcmin:brumadoite	07.BB
Brunogeierite	gcmin:brunogeierite	04.BB.05
Brushite	gcmin:brushite	08.CJ.50
Brüggenite	gcmin:bruggenite	04.KC.10
Bubnovaite	gcmin:bubnovaite	07.AD
Buckhornite	gcmin:buckhornite	02.HB.20b
Buddingtonite	gcmin:buddingtonite	09.FA.30
Bukovite	gcmin:bukovite	02.BD.30
Bukovite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39416>	
Bukovskýite	gcmin:bukovskyite	08.DB.40
Bulachite	gcmin:bulachite	08.DE.15
Bultfonteinite	gcmin:bultfonteinite	09.AG.80
Bunsenite	gcmin:bunsenite	04.AB.25
Burangaite	gcmin:burangaite	08.DK.15
Burbankite	gcmin:burbankite	05.AC.30
Burbankite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53629>	
Burckhardtite	gcmin:burckhardtite	09.EC.70
Burgessite	gcmin:burgessite	08.CB.60
Burkeite	gcmin:burkeite	07.BD.25
Burnsite	gcmin:burnsite	04.JG.35
Burovaite-Ca	gcmin:burovaite-ca	09.CE.30c
Burpalite	gcmin:burpalite	09.BE.17
Burtite	gcmin:burtite	04.FC.10
Buryatite	gcmin:buryatite	07.DG.15
Buserite	gcmin:buserite	0
Bushmakinite	gcmin:bushmakinite	08.BG.05
Bussenite	gcmin:bussenite	09.BE.65
Bussyite-(Ce)	gcmin:bussyite-ce	09.EA.80
Bustamite	gcmin:bustamite	09.DG.05
Butlerite	gcmin:butlerite	07.DC.10
Buttgenbachite	gcmin:buttgenbachite	03.DA.25
Byelorussite-(Ce)	gcmin:byelorussite-ce	09.CE.25
Bykovaite	gcmin:bykovaite	09.BE.55
Byrudite	gcmin:byrudite	04.CA
Bystrite	gcmin:bystrite	09.FB.05
Byströmite	gcmin:bystromite	04.DB.10
Byströmite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/52176>	
Bytownite	gcmin:bytownite	
Bytízite	gcmin:bytizite	02.GA.20
Byzantievite	gcmin:byzantievite	09.??
Béhierite	gcmin:behierite	06.AC.15
Bílinite	gcmin:bilinite	07.CB.85
Böhmite	gcmin:bohmite	04.FE.15
Bøggildite	gcmin:boggildite	02.BA.80
Bøgvadite	gcmin:bogvadite	03.CF.15
Bütschliite	gcmin:butschliite	05.AC.15
B?hounekite	gcmin:behounekite	07.E
Cabalzarite	gcmin:cabalzarite	08.CG.15
Cabriite	gcmin:cabriite	01.AG.30
Cacoxenite	gcmin:cacoxenite	08.DC.40
Cadmium	gcmin:cadmium	01.AB.05
Cadmoindite	gcmin:cadmoindite	02.DA.05
Cadmoselite	gcmin:cadmoselite	02.CB.45
Cadwaladerite	gcmin:cadwaladerite	03.BD.05
Caesiumpharmacosiderite	gcmin:caesiumpharmacosiderite	08.CJ
Cafarsite	gcmin:cafarsite	04.JC.05
Cafetite	gcmin:cafetite	04.FL.75
Cahnite	gcmin:cahnite	06.AC.70
Calaverite	gcmin:calaverite	02.EA.10
Calc-silicate minerals	gcmin:calc-silicateminerals	strunz:s09
Calciborite	gcmin:calciborite	06.BC.10
Calcic plagioclase	gcmin:calcicplagioclase	
Calcinaksite	gcmin:calcinaksite	09.DG
Calcio-olivine	gcmin:calcio-olivine	09.AD.10
Calcioancylite-(Ce)	gcmin:calcioancylite-ce	05.DC.05
Calcioancylite-(La)	gcmin:calcioancylite-la	05.DC
Calcioancylite-(Nd)	gcmin:calcioancylite-nd	05.DC.05
Calcioandyrobertsite	gcmin:calcioandyrobertsite	08.DH.50
Calcioaravaipaite	gcmin:calcioaravaipaite	03.DC.37
Calciobritholite	gcmin:calciobritholite	09.AH.25
Calcioburbankite	gcmin:calcioburbankite	05.AC.30
Calciocatapleiite	gcmin:calciocatapleiite	09.CA.15
Calciocopiapite	gcmin:calciocopiapite	07.DB.35
Calciodelrioite	gcmin:calciodelrioite	04.HG.35
Calcioferrite	gcmin:calcioferrite	08.DH.25
Calcioferrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53587>	
Calcioferrite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29314>	
Calciohilairite	gcmin:calciohilairite	09.DM.10
Calciolangbeinite	gcmin:calciolangbeinite	07.??
Calciomurmanite	gcmin:calciomurmanite	09.BE
Calciopetersite	gcmin:calciopetersite	08.DL.15
Calciosamarskite	gcmin:calciosamarskite	04.DB.25
Calciotantite	gcmin:calciotantite	04.DJ.05
Calciouranoite	gcmin:calciouranoite	04.GB.20
Calcioursilite	gcmin:calcioursilite	09.AK.35
Calcite	gcmin:calcite	05.AB.05
Calcite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29161>	
Calcium Amphibole Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/29365>	
Calcjarlite	gcmin:calcjarlite	03.CC.20
Calclacite	gcmin:calclacite	10.AA.25
Calcurmolite	gcmin:calcurmolite	07.HB.15
Calcybeborosilite-(Y)	gcmin:calcybeborosilite-y	0
Calderite	gcmin:calderite	09.AD.25
Calderónite	gcmin:calderonite	08.BG.05
Caledonite	gcmin:caledonite	07.BC.50
Calkinsite-(Ce)	gcmin:calkinsite-ce	05.CC.25
Callaghanite	gcmin:callaghanite	05.DA.25
Calomel	gcmin:calomel	03.AA.30
Calomel Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53342>	
Calumetite	gcmin:calumetite	03.DA.40
Calvertite	gcmin:calvertite	02.CA.15
Calzirtite	gcmin:calzirtite	04.DL.10
Calzirtite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/55699>	
Cameronite	gcmin:cameronite	02.DB.35
Camgasite	gcmin:camgasite	08.DJ.15
Caminite	gcmin:caminite	07.BB.05
Campigliaite	gcmin:campigliaite	07.DD.30
Camérolaite	gcmin:camerolaite	07.DE.75
Canaphite	gcmin:canaphite	08.FC.10
Canasite	gcmin:canasite	09.DG.80
Canasite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/53600>	
Canavesite	gcmin:canavesite	06.H0.50
Cancrinite	gcmin:cancrinite	09.FB.05
Cancrinite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29279>	
Cancrisilite	gcmin:cancrisilite	09.FB.05
Canfieldite	gcmin:canfieldite	02.BA.70
Cannilloite Root Name Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43386>	
Cannizzarite	gcmin:cannizzarite	02.JB.20
Cannonite	gcmin:cannonite	07.BD.35
Canosioite	gcmin:canosioite	08.BG
Caoxite	gcmin:caoxite	10.AB.50
Capgaronnite	gcmin:capgaronnite	02.FC.20a
Cappelenite-(Y)	gcmin:cappelenite-y	09.AJ.30
Capranicaite	gcmin:capranicaite	09.DB.50
Caracolite	gcmin:caracolite	07.BD.20
Carbides	strunz:s01_BA	
Carboborite	gcmin:carboborite	06.AC.50
Carbobystrite	gcmin:carbobystrite	09.FB.05
Carbocernaite	gcmin:carbocernaite	05.AB.50
Carboirite	gcmin:carboirite	09.J0.05
Carbokentbrooksite	gcmin:carbokentbrooksite	09.CO.10
Carbon-silicon family	strunz:s01_CB	
Carbonate with additional anions and H2O	strunz:s05_D	
"Carbonate with additional anions and H2O, With large and medium-sized cations"	strunz:s05_DB	
"Carbonate with additional anions and H2O, With large cations"	strunz:s05_DC	
"Carbonate with additional anions and H2O, With medium-sized cations"	strunz:s05_DA	
"Carbonate with additional anions, without H2O"	strunz:s05_B	
"Carbonate with additional anions, without H2O, With (Cl), SO4, PO4, TeO3"	strunz:s05_BF	
"Carbonate with additional anions, without H2O, With Cu, Co, Ni, Zn, Mg, Mn"	strunz:s05_BA	
"Carbonate with additional anions, without H2O, With Pb, Bi"	strunz:s05_BE	
"Carbonate with additional anions, without H2O, With alkali-earth cations"	strunz:s05_BC	
"Carbonate with additional anions, without H2O, With alkalies, etc."	strunz:s05_BB	
"Carbonate with additional anions, without H2O, With rare earth elements (REE)"	strunz:s05_BD	
"Carbonate without additional anions, with H2O"	strunz:s05_C	
"Carbonate without additional anions, with H2O, With large cations (alkali and alkali-earth carbonates)"	strunz:s05_CB	
"Carbonate without additional anions, with H2O, With medium-sized cations"	strunz:s05_CA	
"Carbonate without additional anions, with H2O, With rare earth elements (REE)"	strunz:s05_CC	
"Carbonate without additional anions, without H2O"	strunz:s05_A	
"Carbonate without additional anions, without H2O, Alkali and alkali-earth carbonates"	strunz:s05_AC	
"Carbonate without additional anions, without H2O, Alkali carbonates"	strunz:s05_AA	
"Carbonate without additional anions, without H2O, Alkali-earth (and other M2+) carbonates"	strunz:s05_AB	
"Carbonate without additional anions, without H2O, With rare-earth elements (REE)"	strunz:s05_AD	
Carbonatecyanotrichite	gcmin:carbonatecyanotrichite	07.DE.10
Caresite	gcmin:caresite	05.DA.40
Carletonite	gcmin:carletonite	09.EB.20
Carlfrancisite	gcmin:carlfrancisite	08.BE.45
Carlfriesite	gcmin:carlfriesite	04.JK.25
Carlgieseckeite-(Nd)	gcmin:carlgieseckeite-nd	08.BH.55
Carlhintzeite	gcmin:carlhintzeite	03.CB.45
Carlinite	gcmin:carlinite	02.BD.25
Carlosbarbosaite	gcmin:carlosbarbosaite	04.GB.75
Carlosruizite	gcmin:carlosruizite	07.DG.40
Carlosturanite	gcmin:carlosturanite	09.DJ.25
Carlsbergite	gcmin:carlsbergite	01.BC.15
Carlsonite	gcmin:carlsonite	07.DF
Carmeltazite	gcmin:carmeltazite	04.BB.30
Carmichaelite	gcmin:carmichaelite	04.DB.50
Carminite	gcmin:carminite	08.BH.30
Carminite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46587>	
Carnallite	gcmin:carnallite	03.BA.10
Carnotite	gcmin:carnotite	04.HB.05
Carnotite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/32551>	
Carobbiite	gcmin:carobbiite	03.AA.20
Carpathite	gcmin:carpathite	10.BA.30
Carpholite	gcmin:carpholite	09.DB.05
Carpholite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/30575>	
Carraraite	gcmin:carraraite	07.DG.15
Carrboydite	gcmin:carrboydite	07.DD.35
Carrollite	gcmin:carrollite	02.DA.05
Carrollite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/52869>	
Caryinite	gcmin:caryinite	08.AC.10
Caryochroite	gcmin:caryochroite	09.HA.65
Caryopilite	gcmin:caryopilite	09.ED.15
Cascandite	gcmin:cascandite	09.DG.07
Caseyite	gcmin:caseyite	04.HC.30
Cassagnaite	gcmin:cassagnaite	09.BJ.65
Cassedanneite	gcmin:cassedanneite	07.FC.20
Cassiterite	gcmin:cassiterite	04.DB.05
Castellaroite	gcmin:castellaroite	08.CD
Catalanoite	gcmin:catalanoite	08.CJ.70
Catamarcaite	gcmin:catamarcaite	02.CB.35b
Catapleiite	gcmin:catapleiite	09.CA.15
Catapleiite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39427>	
Cattierite	gcmin:cattierite	02.EB.05a
Cattiite	gcmin:cattiite	08.CE.50
Cavansite	gcmin:cavansite	09.EA.50
Cavoite	gcmin:cavoite	04.HE.40
Cayalsite-(Y)	gcmin:cayalsite-y	09.??
Cayalsite-(Y)-1O	gcmin:cayalsite-y-1o	09.A
Caysichite-(Y)	gcmin:caysichite-y	09.DJ.15
Cebaite-(Ce)	gcmin:cebaite-ce	05.BD.15
Cebollite	gcmin:cebollite	09.BB.10
Celadonite	gcmin:celadonite	09.EC.15
Celadonite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/53390>	
Celadonite family	gcmin:celadonitefamily	
Celestine	gcmin:celestine	07.AD.35
Celleriite	gcmin:celleriite	09.CK
Celsian	gcmin:celsian	09.FA.30
Cerchiaraite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/43739>	
Cerchiaraite-(Al)	gcmin:cerchiaraite-al	09.CF.25
Cerchiaraite-(Fe)	gcmin:cerchiaraite-fe	09.CF.??
Cerchiaraite-(Mn)	gcmin:cerchiaraite-mn	09.CF.25
Cerianite-(Ce)	gcmin:cerianite-ce	04.DL.05
Cerite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39939>	
Cerite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/470790>	
Cerite Supergroup	<https://w3id.org/geochem/1.0/min/grouplexicon/55118>	
Cerite-(Ce)	gcmin:cerite-ce	04.DH
Cerite-(La)	gcmin:cerite-la	09.AG.20
Cernýite	gcmin:cernyite	02.CB.15a
Ceruleite	gcmin:ceruleite	08.DE.25
Cerussite	gcmin:cerussite	05.AB.15
Cervandonite-(Ce)	gcmin:cervandonite-ce	09.BE.92
Cervantite	gcmin:cervantite	04.DE.30
Cervantite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/41585>	
Cervelleite	gcmin:cervelleite	02.BA.60
Cesanite	gcmin:cesanite	07.BD.20
Cesbronite	gcmin:cesbronite	04.JN.15
Cesplumtantite	gcmin:cesplumtantite	04.DM.15
Cesàrolite	gcmin:cesarolite	04.FG.10
Cetineite	gcmin:cetineite	02.MA.05
Chabazite-Ca	gcmin:chabazite-ca	09.GD.10
Chabazite-K	gcmin:chabazite-k	09.GD.10
Chabazite-Levyne Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/35547>	
Chabazite-Mg	gcmin:chabazite-mg	09.GD.10?
Chabazite-Na	gcmin:chabazite-na	09.GD.10
Chabazite-Sr	gcmin:chabazite-sr	09.GD.10
Chabournéite	gcmin:chabourneite	02.HC.05e
Chabournéite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/54441>	
Chadwickite	gcmin:chadwickite	04.JA.60
Chaidamuite	gcmin:chaidamuite	07.DC.30
Chalcanthite	gcmin:chalcanthite	07.CB.20
Chalcanthite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29280>	
Chalcoalumite	gcmin:chalcoalumite	07.DD.75
Chalcoalumite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/39461>	
Chalcocite	gcmin:chalcocite	02.BA.05
Chalcocite-Digenite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/33145>	
Chalcocyanite	gcmin:chalcocyanite	07.AB.10
Chalcomenite	gcmin:chalcomenite	04.JH.05
Chalconatronite	gcmin:chalconatronite	05.CB.40
Chalcophanite	gcmin:chalcophanite	04.FL.20
Chalcophanite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/42365>	
Chalcophyllite	gcmin:chalcophyllite	08.DF.30
Chalcopyrite	gcmin:chalcopyrite	02.CB.10a
Chalcopyrite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/29281>	
Chalcosiderite	gcmin:chalcosiderite	08.DD.15
Chalcostibite	gcmin:chalcostibite	02.HA.05
Chalcostibite Group	<https://w3id.org/geochem/1.0/min/grouplexicon/46873>	
Chalcothallite	gcmin:chalcothallite	02.BD.40
Challacolloite	gcmin:challacolloite	03.AA.55
Chambersite	gcmin:chambersite	06.GA.05
Chamosite	gcmin:chamosite	09.EC.55
Chaméanite	gcmin:chameanite	02.LA.35
Changbaiite	gcmin:changbaiite	04.DF.10
Changchengite	gcmin:changchengite	02.EB.25
Changoite	gcmin:changoite	07.CC.50
Chantalite	gcmin:chantalite	09.AG.55
Chaoite	gcmin:chaoite	01.CB.05b
Chapmanite	gcmin:chapmanite	09.ED.25
Charlesite	gcmin:charlesite	07.DG.15
Charmarite	gcmin:charmarite	05.DA.40
Charoite	gcmin:charoite	09.DG.92
Chatkalite	gcmin:chatkalite	02.CB.20
Chayesite	gcmin:chayesite	09.CM.05
Chegemite	gcmin:chegemite	09.A?.
Chegemite Subgroup	<https://w3id.org/geochem/1.0/min/grouplexicon/46188>	
Chekhovichite	gcmin:chekhovichite	04.JK.35
Chelkarite	gcmin:chelkarite	06.HA.05
Chenevixite	gcmin:chenevixite	08.DD.05
Chengdeite	gcmin:chengdeite	01.AG.35
Chenguodaite	gcmin:chenguodaite	02.BA.60
Chenite	gcmin:chenite	07.BC.70
Chenmingite	gcmin:chenmingite	04.BB
Chenowethite	gcmin:chenowethite	07.EB
Cheralite	gcmin:cheralite	08.AD.50
Cheremnykhite	gcmin:cheremnykhite	08.DL.20
Cherepanovite	gcmin:cherepanovite	02.CC.15
Chernikovite	gcmin:chernikovite	08.EB.15
Chernovite-(Y)	gcmin:chernovite-y	08.AD.35
Chernykhite	gcmin:chernykhite	09.EC.15
