s	label	mindatid	mindatLongid	strunz10.1	strunz10.2	strunz10.3	parent	skos:broader	
gsmin:digenite	Digenite	1291	1:1:1291:7	2	BA	10	s02_BA	gkosg:s02_BA	gsmin:digenite  gsmin:mindaturi  <https://www.mindat.org/1:1:1291:7> .
gsmin:bornite	Bornite	727	1:1:727:6	2	BA	15	s02_BA	gkosg:s02_BA	gsmin:bornite  gsmin:mindaturi  <https://www.mindat.org/1:1:727:6> .
gsmin:bellidoite	Bellidoite	611	1:1:611:6	2	BA	20	s02_BA	gkosg:s02_BA	gsmin:bellidoite  gsmin:mindaturi  <https://www.mindat.org/1:1:611:6> .
gsmin:berzelianite	Berzelianite	645	1:1:645:3	2	BA	20	s02_BA	gkosg:s02_BA	gsmin:berzelianite  gsmin:mindaturi  <https://www.mindat.org/1:1:645:3> .
gsmin:athabascaite	Athabascaite	408	1:1:408:4	2	BA	25	s02_BA	gkosg:s02_BA	gsmin:athabascaite  gsmin:mindaturi  <https://www.mindat.org/1:1:408:4> .
gsmin:umangite	Umangite	4090	1:1:4090:3	2	BA	25	s02_BA	gkosg:s02_BA	gsmin:umangite  gsmin:mindaturi  <https://www.mindat.org/1:1:4090:3> .
gsmin:rickardite	Rickardite	3417	1:1:3417:9	2	BA	30	s02_BA	gkosg:s02_BA	gsmin:rickardite  gsmin:mindaturi  <https://www.mindat.org/1:1:3417:9> .
gsmin:weissite	Weissite	4263	1:1:4263:1	2	BA	30	s02_BA	gkosg:s02_BA	gsmin:weissite  gsmin:mindaturi  <https://www.mindat.org/1:1:4263:1> .
gsmin:acanthite	Acanthite	10	1:1:10:5	2	BA	35	s02_BA	gkosg:s02_BA	gsmin:acanthite  gsmin:mindaturi  <https://www.mindat.org/1:1:10:5> .
gsmin:mckinstryite	Mckinstryite	2619	1:1:2619:8	2	BA	40	s02_BA	gkosg:s02_BA	gsmin:mckinstryite  gsmin:mindaturi  <https://www.mindat.org/1:1:2619:8> .
gsmin:stromeyerite	Stromeyerite	3803	1:1:3803:0	2	BA	40	s02_BA	gkosg:s02_BA	gsmin:stromeyerite  gsmin:mindaturi  <https://www.mindat.org/1:1:3803:0> .
gsmin:jalpaite	Jalpaite	2069	1:1:2069:1	2	BA	45	s02_BA	gkosg:s02_BA	gsmin:jalpaite  gsmin:mindaturi  <https://www.mindat.org/1:1:2069:1> .
gsmin:selenojalpaite	Selenojalpaite	27493	1:1:27493:9	2	BA	45	s02_BA	gkosg:s02_BA	gsmin:selenojalpaite  gsmin:mindaturi  <https://www.mindat.org/1:1:27493:9> .
gsmin:eucairite	Eucairite	1415	1:1:1415:7	2	BA	50	s02_BA	gkosg:s02_BA	gsmin:eucairite  gsmin:mindaturi  <https://www.mindat.org/1:1:1415:7> .
gsmin:aguilarite	Aguilarite	59	1:1:59:4	2	BA	55	s02_BA	gkosg:s02_BA	gsmin:aguilarite  gsmin:mindaturi  <https://www.mindat.org/1:1:59:4> .
gsmin:naumannite	Naumannite	2866	1:1:2866:6	2	BA	55	s02_BA	gkosg:s02_BA	gsmin:naumannite  gsmin:mindaturi  <https://www.mindat.org/1:1:2866:6> .
gsmin:cervelleite	Cervelleite	937	1:1:937:1	2	BA	60	s02_BA	gkosg:s02_BA	gsmin:cervelleite  gsmin:mindaturi  <https://www.mindat.org/1:1:937:1> .
gsmin:chenguodaite	Chenguodaite	28953	1:1:28953:3	2	BA	60	s02_BA	gkosg:s02_BA	gsmin:chenguodaite  gsmin:mindaturi  <https://www.mindat.org/1:1:28953:3> .
gsmin:hessite	Hessite	1881	1:1:1881:0	2	BA	60	s02_BA	gkosg:s02_BA	gsmin:hessite  gsmin:mindaturi  <https://www.mindat.org/1:1:1881:0> .
gsmin:henryite	Henryite	1998	1:1:1998:5	2	BA	65	s02_BA	gkosg:s02_BA	gsmin:henryite  gsmin:mindaturi  <https://www.mindat.org/1:1:1998:5> .
gsmin:stutzite	Stützite	3813	1:1:3813:9	2	BA	65	s02_BA	gkosg:s02_BA	gsmin:stutzite  gsmin:mindaturi  <https://www.mindat.org/1:1:3813:9> .
gsmin:argyrodite	Argyrodite	331	1:1:331:3	2	BA	70	s02_BA	gkosg:s02_BA	gsmin:argyrodite  gsmin:mindaturi  <https://www.mindat.org/1:1:331:3> .
gsmin:canfieldite	Canfieldite	882	1:1:882:2	2	BA	70	s02_BA	gkosg:s02_BA	gsmin:canfieldite  gsmin:mindaturi  <https://www.mindat.org/1:1:882:2> .
gsmin:putzite	Putzite	26707	1:1:26707:2	2	BA	70	s02_BA	gkosg:s02_BA	gsmin:putzite  gsmin:mindaturi  <https://www.mindat.org/1:1:26707:2> .
gsmin:fischesserite	Fischesserite	1552	1:1:1552:9	2	BA	75	s02_BA	gkosg:s02_BA	gsmin:fischesserite  gsmin:mindaturi  <https://www.mindat.org/1:1:1552:9> .
gsmin:penzhinite	Penzhinite	3156	1:1:3156:7	2	BA	75	s02_BA	gkosg:s02_BA	gsmin:penzhinite  gsmin:mindaturi  <https://www.mindat.org/1:1:3156:7> .
gsmin:petrovskaite	Petrovskaite	3177	1:1:3177:2	2	BA	75	s02_BA	gkosg:s02_BA	gsmin:petrovskaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3177:2> .
gsmin:petzite	Petzite	3180	1:1:3180:2	2	BA	75	s02_BA	gkosg:s02_BA	gsmin:petzite  gsmin:mindaturi  <https://www.mindat.org/1:1:3180:2> .
gsmin:uytenbogaardtite	Uytenbogaardtite	4127	1:1:4127:6	2	BA	75	s02_BA	gkosg:s02_BA	gsmin:uytenbogaardtite  gsmin:mindaturi  <https://www.mindat.org/1:1:4127:6> .
gsmin:bezsmertnovite	Bezsmertnovite	656	1:1:656:9	2	BA	80	s02_BA	gkosg:s02_BA	gsmin:bezsmertnovite  gsmin:mindaturi  <https://www.mindat.org/1:1:656:9> .
gsmin:bilibinskite	Bilibinskite	672	1:1:672:7	2	BA	80	s02_BA	gkosg:s02_BA	gsmin:bilibinskite  gsmin:mindaturi  <https://www.mindat.org/1:1:672:7> .
gsmin:bogdanovite	Bogdanovite	702	1:1:702:7	2	BA	80	s02_BA	gkosg:s02_BA	gsmin:bogdanovite  gsmin:mindaturi  <https://www.mindat.org/1:1:702:7> .
gsmin:boggildite	Bøggildite	703	1:1:703:6	2	BA	80	s02_BA	gkosg:s02_BA	gsmin:boggildite  gsmin:mindaturi  <https://www.mindat.org/1:1:703:6> .
gsmin:horomanite	Horomanite	32665	1:1:32665:8	2	BB		s02	gkosg:s02	gsmin:horomanite  gsmin:mindaturi  <https://www.mindat.org/1:1:32665:8> .
gsmin:samaniite	Samaniite	32666	1:1:32666:7	2	BB	??	s02_BB	gkosg:s02_BB	gsmin:samaniite  gsmin:mindaturi  <https://www.mindat.org/1:1:32666:7> .
gsmin:heazlewoodite	Heazlewoodite	1839	1:1:1839:1	2	BB	5	s02_BB	gkosg:s02_BB	gsmin:heazlewoodite  gsmin:mindaturi  <https://www.mindat.org/1:1:1839:1> .
gsmin:oregonite	Oregonite	3015	1:1:3015:7	2	BB	5	s02_BB	gkosg:s02_BB	gsmin:oregonite  gsmin:mindaturi  <https://www.mindat.org/1:1:3015:7> .
gsmin:vozhminite	Vozhminite	4210	1:1:4210:5	2	BB	5	s02_BB	gkosg:s02_BB	gsmin:vozhminite  gsmin:mindaturi  <https://www.mindat.org/1:1:4210:5> .
gsmin:arsenohauchecornite	Arsenohauchecornite	301	1:1:301:2	2	BB	10	s02_BB	gkosg:s02_BB	gsmin:arsenohauchecornite  gsmin:mindaturi  <https://www.mindat.org/1:1:301:2> .
gsmin:bismutohauchecornite	Bismutohauchecornite	658	1:1:658:7	2	BB	10	s02_BB	gkosg:s02_BB	gsmin:bismutohauchecornite  gsmin:mindaturi  <https://www.mindat.org/1:1:658:7> .
gsmin:hauchecornite	Hauchecornite	1829	1:1:1829:2	2	BB	10	s02_BB	gkosg:s02_BB	gsmin:hauchecornite  gsmin:mindaturi  <https://www.mindat.org/1:1:1829:2> .
gsmin:tellurohauchecornite	Tellurohauchecornite	3898	1:1:3898:6	2	BB	10	s02_BB	gkosg:s02_BB	gsmin:tellurohauchecornite  gsmin:mindaturi  <https://www.mindat.org/1:1:3898:6> .
gsmin:tucekite	Tucekite	4042	1:1:4042:2	2	BB	10	s02_BB	gkosg:s02_BB	gsmin:tucekite  gsmin:mindaturi  <https://www.mindat.org/1:1:4042:2> .
gsmin:argentopentlandite	Argentopentlandite	291	1:1:291:6	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:argentopentlandite  gsmin:mindaturi  <https://www.mindat.org/1:1:291:6> .
gsmin:cobaltpentlandite	Cobaltpentlandite	1097	1:1:1097:5	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:cobaltpentlandite  gsmin:mindaturi  <https://www.mindat.org/1:1:1097:5> .
gsmin:geffroyite	Geffroyite	1667	1:1:1667:0	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:geffroyite  gsmin:mindaturi  <https://www.mindat.org/1:1:1667:0> .
gsmin:godlevskite	Godlevskite	1716	1:1:1716:5	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:godlevskite  gsmin:mindaturi  <https://www.mindat.org/1:1:1716:5> .
gsmin:kharaelakhite	Kharaelakhite	2196	1:1:2196:4	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:kharaelakhite  gsmin:mindaturi  <https://www.mindat.org/1:1:2196:4> .
gsmin:pentlandite	Pentlandite	3155	1:1:3155:0	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:pentlandite  gsmin:mindaturi  <https://www.mindat.org/1:1:3155:0> .
gsmin:shadlunite	Shadlunite	3628	1:1:3628:9	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:shadlunite  gsmin:mindaturi  <https://www.mindat.org/1:1:3628:9> .
gsmin:sugakiite	Sugakiite	29106	1:1:29106:0	2	BB	15	s02_BB	gkosg:s02_BB	gsmin:sugakiite  gsmin:mindaturi  <https://www.mindat.org/1:1:29106:0> .
gsmin:miassite	Miassite	7250	1:1:7250:8	2	BC	5	s02_BC	gkosg:s02_BC	gsmin:miassite  gsmin:mindaturi  <https://www.mindat.org/1:1:7250:8> .
gsmin:palladseite	Palladseite	3070	1:1:3070:6	2	BC	5	s02_BC	gkosg:s02_BC	gsmin:palladseite  gsmin:mindaturi  <https://www.mindat.org/1:1:3070:6> .
gsmin:oosterboschite	Oosterboschite	3002	1:1:3002:7	2	BC	10	s02_BC	gkosg:s02_BC	gsmin:oosterboschite  gsmin:mindaturi  <https://www.mindat.org/1:1:3002:7> .
gsmin:chrisstanleyite	Chrisstanleyite	1028	1:1:1028:9	2	BC	15	s02_BC	gkosg:s02_BC	gsmin:chrisstanleyite  gsmin:mindaturi  <https://www.mindat.org/1:1:1028:9> .
gsmin:jagueite	Jagüéite	26391	1:1:26391:5	2	BC	15	s02_BC	gkosg:s02_BC	gsmin:jagueite  gsmin:mindaturi  <https://www.mindat.org/1:1:26391:5> .
gsmin:keithconnite	Keithconnite	2176	1:1:2176:6	2	BC	20	s02_BC	gkosg:s02_BC	gsmin:keithconnite  gsmin:mindaturi  <https://www.mindat.org/1:1:2176:6> .
gsmin:vasilite	Vasilite	4160	1:1:4160:3	2	BC	25	s02_BC	gkosg:s02_BC	gsmin:vasilite  gsmin:mindaturi  <https://www.mindat.org/1:1:4160:3> .
gsmin:telluropalladinite	Telluropalladinite	3899	1:1:3899:3	2	BC	30	s02_BC	gkosg:s02_BC	gsmin:telluropalladinite  gsmin:mindaturi  <https://www.mindat.org/1:1:3899:3> .
gsmin:luberoite	Luberoite	2448	1:1:2448:4	2	BC	35	s02_BC	gkosg:s02_BC	gsmin:luberoite  gsmin:mindaturi  <https://www.mindat.org/1:1:2448:4> .
gsmin:oulankaite	Oulankaite	3045	1:1:3045:4	2	BC	40	s02_BC	gkosg:s02_BC	gsmin:oulankaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3045:4> .
gsmin:telargpalite	Telargpalite	3903	1:1:3903:7	2	BC	45	s02_BC	gkosg:s02_BC	gsmin:telargpalite  gsmin:mindaturi  <https://www.mindat.org/1:1:3903:7> .
gsmin:temagamite	Temagamite	3908	1:1:3908:2	2	BC	50	s02_BC	gkosg:s02_BC	gsmin:temagamite  gsmin:mindaturi  <https://www.mindat.org/1:1:3908:2> .
gsmin:sopcheite	Sopcheite	3713	1:1:3713:2	2	BC	55	s02_BC	gkosg:s02_BC	gsmin:sopcheite  gsmin:mindaturi  <https://www.mindat.org/1:1:3713:2> .
gsmin:laflammeite	Laflammeite	10743	1:1:10743:3	2	BC	60	s02_BC	gkosg:s02_BC	gsmin:laflammeite  gsmin:mindaturi  <https://www.mindat.org/1:1:10743:3> .
gsmin:tischendorfite	Tischendorfite	11112	1:1:11112:6	2	BC	65	s02_BC	gkosg:s02_BC	gsmin:tischendorfite  gsmin:mindaturi  <https://www.mindat.org/1:1:11112:6> .
gsmin:imiterite	Imiterite	2020	1:1:2020:2	2	BD	5	s02_BD	gkosg:s02_BD	gsmin:imiterite  gsmin:mindaturi  <https://www.mindat.org/1:1:2020:2> .
gsmin:gortdrumite	Gortdrumite	1730	1:1:1730:1	2	BD	10	s02_BD	gkosg:s02_BD	gsmin:gortdrumite  gsmin:mindaturi  <https://www.mindat.org/1:1:1730:1> .
gsmin:balkanite	Balkanite	496	1:1:496:9	2	BD	15	s02_BD	gkosg:s02_BD	gsmin:balkanite  gsmin:mindaturi  <https://www.mindat.org/1:1:496:9> .
gsmin:danielsite	Danielsite	1219	1:1:1219:1	2	BD	15	s02_BD	gkosg:s02_BD	gsmin:danielsite  gsmin:mindaturi  <https://www.mindat.org/1:1:1219:1> .
gsmin:donharrisite	Donharrisite	1308	1:1:1308:2	2	BD	20	s02_BD	gkosg:s02_BD	gsmin:donharrisite  gsmin:mindaturi  <https://www.mindat.org/1:1:1308:2> .
gsmin:carlinite	Carlinite	901	1:1:901:6	2	BD	25	s02_BD	gkosg:s02_BD	gsmin:carlinite  gsmin:mindaturi  <https://www.mindat.org/1:1:901:6> .
gsmin:bukovite	Bukovite	797	1:1:797:5	2	BD	30	s02_BD	gkosg:s02_BD	gsmin:bukovite  gsmin:mindaturi  <https://www.mindat.org/1:1:797:5> .
gsmin:murunskite	Murunskite	2814	1:1:2814:7	2	BD	30	s02_BD	gkosg:s02_BD	gsmin:murunskite  gsmin:mindaturi  <https://www.mindat.org/1:1:2814:7> .
gsmin:thalcusite	Thalcusite	3930	1:1:3930:3	2	BD	30	s02_BD	gkosg:s02_BD	gsmin:thalcusite  gsmin:mindaturi  <https://www.mindat.org/1:1:3930:3> .
gsmin:rohaite	Rohaite	3439	1:1:3439:1	2	BD	35	s02_BD	gkosg:s02_BD	gsmin:rohaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3439:1> .
gsmin:chalcothallite	Chalcothallite	978	1:1:978:8	2	BD	40	s02_BD	gkosg:s02_BD	gsmin:chalcothallite  gsmin:mindaturi  <https://www.mindat.org/1:1:978:8> .
gsmin:sabatierite	Sabatierite	3492	1:1:3492:6	2	BD	45	s02_BD	gkosg:s02_BD	gsmin:sabatierite  gsmin:mindaturi  <https://www.mindat.org/1:1:3492:6> .
gsmin:crookesite	Crookesite	1159	1:1:1159:0	2	BD	50	s02_BD	gkosg:s02_BD	gsmin:crookesite  gsmin:mindaturi  <https://www.mindat.org/1:1:1159:0> .
gsmin:brodtkorbite	Brodtkorbite	7090	1:1:7090:0	2	BD	55	s02_BD	gkosg:s02_BD	gsmin:brodtkorbite  gsmin:mindaturi  <https://www.mindat.org/1:1:7090:0> .
gsmin:betekhtinite	Betekhtinite	650	1:1:650:5	2	BE	5	s02_BE	gkosg:s02_BE	gsmin:betekhtinite  gsmin:mindaturi  <https://www.mindat.org/1:1:650:5> .
gsmin:furutobeite	Furutobeite	1622	1:1:1622:9	2	BE	10	s02_BE	gkosg:s02_BE	gsmin:furutobeite  gsmin:mindaturi  <https://www.mindat.org/1:1:1622:9> .
gsmin:rhodplumsite	Rhodplumsite	3409	1:1:3409:4	2	BE	15	s02_BE	gkosg:s02_BE	gsmin:rhodplumsite  gsmin:mindaturi  <https://www.mindat.org/1:1:3409:4> .
gsmin:shandite	Shandite	3631	1:1:3631:9	2	BE	15	s02_BE	gkosg:s02_BE	gsmin:shandite  gsmin:mindaturi  <https://www.mindat.org/1:1:3631:9> .
gsmin:parkerite	Parkerite	3122	1:1:3122:2	2	BE	20	s02_BE	gkosg:s02_BE	gsmin:parkerite  gsmin:mindaturi  <https://www.mindat.org/1:1:3122:2> .
gsmin:schlemaite	Schlemaite	25688	1:1:25688:1	2	BE	25	s02_BE	gkosg:s02_BE	gsmin:schlemaite  gsmin:mindaturi  <https://www.mindat.org/1:1:25688:1> .
gsmin:pasavaite	Pašavaite	3129	1:1:3129:1	2	BE	30	s02_BE	gkosg:s02_BE	gsmin:pasavaite  gsmin:mindaturi  <https://www.mindat.org/1:1:3129:1> .
gsmin:covellite	Covellite	1144	1:1:1144:6	2	CA	05a	s02_CA	gkosg:s02_CA	gsmin:covellite  gsmin:mindaturi  <https://www.mindat.org/1:1:1144:6> .
gsmin:klockmannite	Klockmannite	2226	1:1:2226:8	2	CA	05b	s02_CA	gkosg:s02_CA	gsmin:klockmannite  gsmin:mindaturi  <https://www.mindat.org/1:1:2226:8> .
